2018-09-26,276,268
2018-09-27,276,268
2018-09-28,278,270
2018-10-01,279,271
2018-10-02,279,271
2018-10-03,280,272
2018-10-04,281,273
2018-10-05,282,274
2018-10-08,284,276
2018-10-09,283,275
2018-10-10,285,277
2018-10-11,286,278
2018-10-12,286,278
2018-10-15,286,278
2018-10-16,286,278
2018-10-17,286,278
2018-10-18,287,279
2018-10-19,287,279
2018-10-22,287,279
2018-10-23,287,279
2018-10-24,288,280
2018-10-25,289,281
